"county","year","household_type","housing_burden","share","source"
"Sonoma","2,015","Owner","At least 35% of income","0.25515452509","ACS_B25095_1YR"
"Alameda","2,016","Owner","Less than 20% of income","0.46805503204","ACS_B25095_1YR"
"Contra Costa","2,016","Owner","Less than 20% of income","0.45716532464","ACS_B25095_1YR"
"Marin","2,016","Owner","Less than 20% of income","0.42840256414","ACS_B25095_1YR"
"Napa","2,016","Owner","Less than 20% of income","0.43947893886","ACS_B25095_1YR"
"San Francisco","2,016","Owner","Less than 20% of income","0.50324292671","ACS_B25095_1YR"
"San Mateo","2,016","Owner","Less than 20% of income","0.46673272841","ACS_B25095_1YR"
"Santa Clara","2,016","Owner","Less than 20% of income","0.48180898382","ACS_B25095_1YR"
"Solano","2,016","Owner","Less than 20% of income","0.42767759811","ACS_B25095_1YR"
"Sonoma","2,016","Owner","Less than 20% of income","0.46690323941","ACS_B25095_1YR"
"Alameda","2,016","Owner","20% to 34% of income","0.3223944591","ACS_B25095_1YR"
"Contra Costa","2,016","Owner","20% to 34% of income","0.29753379151","ACS_B25095_1YR"
"Marin","2,016","Owner","20% to 34% of income","0.28137360389","ACS_B25095_1YR"
"Napa","2,016","Owner","20% to 34% of income","0.29498272638","ACS_B25095_1YR"
"San Francisco","2,016","Owner","20% to 34% of income","0.25973804565","ACS_B25095_1YR"
"San Mateo","2,016","Owner","20% to 34% of income","0.29951230886","ACS_B25095_1YR"
"Santa Clara","2,016","Owner","20% to 34% of income","0.30255859775","ACS_B25095_1YR"
"Solano","2,016","Owner","20% to 34% of income","0.34474927326","ACS_B25095_1YR"
"Sonoma","2,016","Owner","20% to 34% of income","0.28678588996","ACS_B25095_1YR"
"Alameda","2,016","Owner","At least 35% of income","0.20955050886","ACS_B25095_1YR"
"Contra Costa","2,016","Owner","At least 35% of income","0.24530088386","ACS_B25095_1YR"
"Marin","2,016","Owner","At least 35% of income","0.29022383197","ACS_B25095_1YR"
"Napa","2,016","Owner","At least 35% of income","0.26553833476","ACS_B25095_1YR"
"San Francisco","2,016","Owner","At least 35% of income","0.23701902764","ACS_B25095_1YR"
"San Mateo","2,016","Owner","At least 35% of income","0.23375496273","ACS_B25095_1YR"
"Santa Clara","2,016","Owner","At least 35% of income","0.21563241843","ACS_B25095_1YR"
"Solano","2,016","Owner","At least 35% of income","0.22757312863","ACS_B25095_1YR"
"Sonoma","2,016","Owner","At least 35% of income","0.24631087063","ACS_B25095_1YR"
"Alameda","2,017","Owner","Less than 20% of income","0.45775668085","ACS_B25095_1YR"
"Contra Costa","2,017","Owner","Less than 20% of income","0.43250500378","ACS_B25095_1YR"
"Marin","2,017","Owner","Less than 20% of income","0.45432842176","ACS_B25095_1YR"
"Napa","2,017","Owner","Less than 20% of income","0.47964433153","ACS_B25095_1YR"
"San Francisco","2,017","Owner","Less than 20% of income","0.51176034429","ACS_B25095_1YR"
"San Mateo","2,017","Owner","Less than 20% of income","0.47265755896","ACS_B25095_1YR"
"Santa Clara","2,017","Owner","Less than 20% of income","0.4768317474","ACS_B25095_1YR"
"Solano","2,017","Owner","Less than 20% of income","0.46941997767","ACS_B25095_1YR"
"Sonoma","2,017","Owner","Less than 20% of income","0.44736110145","ACS_B25095_1YR"
"Alameda","2,017","Owner","20% to 34% of income","0.33682637189","ACS_B25095_1YR"
"Contra Costa","2,017","Owner","20% to 34% of income","0.32299155719","ACS_B25095_1YR"
"Marin","2,017","Owner","20% to 34% of income","0.30821282484","ACS_B25095_1YR"
"Napa","2,017","Owner","20% to 34% of income","0.29301365513","ACS_B25095_1YR"
"San Francisco","2,017","Owner","20% to 34% of income","0.25218428234","ACS_B25095_1YR"
"San Mateo","2,017","Owner","20% to 34% of income","0.30386647764","ACS_B25095_1YR"
"Santa Clara","2,017","Owner","20% to 34% of income","0.29998629842","ACS_B25095_1YR"
"Solano","2,017","Owner","20% to 34% of income","0.31288274369","ACS_B25095_1YR"
"Sonoma","2,017","Owner","20% to 34% of income","0.31354738892","ACS_B25095_1YR"
"Alameda","2,017","Owner","At least 35% of income","0.20541694726","ACS_B25095_1YR"
"Contra Costa","2,017","Owner","At least 35% of income","0.24450343903","ACS_B25095_1YR"
"Marin","2,017","Owner","At least 35% of income","0.2374587534","ACS_B25095_1YR"
"Napa","2,017","Owner","At least 35% of income","0.22734201334","ACS_B25095_1YR"
"San Francisco","2,017","Owner","At least 35% of income","0.23605537337","ACS_B25095_1YR"
"San Mateo","2,017","Owner","At least 35% of income","0.2234759634","ACS_B25095_1YR"
"Santa Clara","2,017","Owner","At least 35% of income","0.22318195418","ACS_B25095_1YR"
"Solano","2,017","Owner","At least 35% of income","0.21769727864","ACS_B25095_1YR"
"Sonoma","2,017","Owner","At least 35% of income","0.23909150963","ACS_B25095_1YR"
"Alameda","2,018","Owner","Less than 20% of income","0.48828744202","ACS_B25095_1YR"
"Contra Costa","2,018","Owner","Less than 20% of income","0.47291660335","ACS_B25095_1YR"
"Marin","2,018","Owner","Less than 20% of income","0.45843498959","ACS_B25095_1YR"
"Napa","2,018","Owner","Less than 20% of income","0.47088955104","ACS_B25095_1YR"
"San Francisco","2,018","Owner","Less than 20% of income","0.53211492122","ACS_B25095_1YR"
"San Mateo","2,018","Owner","Less than 20% of income","0.48918844284","ACS_B25095_1YR"
"Santa Clara","2,018","Owner","Less than 20% of income","0.50765026557","ACS_B25095_1YR"
"Solano","2,018","Owner","Less than 20% of income","0.45910123706","ACS_B25095_1YR"
"Sonoma","2,018","Owner","Less than 20% of income","0.45695104065","ACS_B25095_1YR"
"Alameda","2,018","Owner","20% to 34% of income","0.30890363151","ACS_B25095_1YR"
"Contra Costa","2,018","Owner","20% to 34% of income","0.31239552624","ACS_B25095_1YR"
"Marin","2,018","Owner","20% to 34% of income","0.27529009223","ACS_B25095_1YR"
"Napa","2,018","Owner","20% to 34% of income","0.32766413338","ACS_B25095_1YR"
"San Francisco","2,018","Owner","20% to 34% of income","0.22917516219","ACS_B25095_1YR"
"San Mateo","2,018","Owner","20% to 34% of income","0.26964993289","ACS_B25095_1YR"
"Santa Clara","2,018","Owner","20% to 34% of income","0.27976512465","ACS_B25095_1YR"
"Solano","2,018","Owner","20% to 34% of income","0.33847723639","ACS_B25095_1YR"
"Sonoma","2,018","Owner","20% to 34% of income","0.30979361643","ACS_B25095_1YR"
"Alameda","2,018","Owner","At least 35% of income","0.20280892646","ACS_B25095_1YR"
"Contra Costa","2,018","Owner","At least 35% of income","0.21468787041","ACS_B25095_1YR"
"Marin","2,018","Owner","At least 35% of income","0.26627491818","ACS_B25095_1YR"
"Napa","2,018","Owner","At least 35% of income","0.20144631558","ACS_B25095_1YR"
"San Francisco","2,018","Owner","At least 35% of income","0.23870991659","ACS_B25095_1YR"
"San Mateo","2,018","Owner","At least 35% of income","0.24116162427","ACS_B25095_1YR"
"Santa Clara","2,018","Owner","At least 35% of income","0.21258460978","ACS_B25095_1YR"
"Solano","2,018","Owner","At least 35% of income","0.20242152655","ACS_B25095_1YR"
"Sonoma","2,018","Owner","At least 35% of income","0.23325534292","ACS_B25095_1YR"
"Alameda","2,019","Owner","Less than 20% of income","0.48638280805","ACS_B25095_1YR"
"Contra Costa","2,019","Owner","Less than 20% of income","0.49168144452","ACS_B25095_1YR"
"Marin","2,019","Owner","Less than 20% of income","0.44634861819","ACS_B25095_1YR"
"Napa","2,019","Owner","Less than 20% of income","0.47715528107","ACS_B25095_1YR"
"San Francisco","2,019","Owner","Less than 20% of income","0.52008315391","ACS_B25095_1YR"
"San Mateo","2,019","Owner","Less than 20% of income","0.52870210706","ACS_B25095_1YR"
"Santa Clara","2,019","Owner","Less than 20% of income","0.54171566539","ACS_B25095_1YR"
"Solano","2,019","Owner","Less than 20% of income","0.48145556333","ACS_B25095_1YR"
"Sonoma","2,019","Owner","Less than 20% of income","0.45337141017","ACS_B25095_1YR"
"Alameda","2,019","Owner","20% to 34% of income","0.30455609895","ACS_B25095_1YR"
"Contra Costa","2,019","Owner","20% to 34% of income","0.29046664692","ACS_B25095_1YR"
"Marin","2,019","Owner","20% to 34% of income","0.27809170912","ACS_B25095_1YR"
"Napa","2,019","Owner","20% to 34% of income","0.26701537686","ACS_B25095_1YR"
"San Francisco","2,019","Owner","20% to 34% of income","0.24690771401","ACS_B25095_1YR"
"San Mateo","2,019","Owner","20% to 34% of income","0.26590555068","ACS_B25095_1YR"
"Santa Clara","2,019","Owner","20% to 34% of income","0.26621502627","ACS_B25095_1YR"
"Solano","2,019","Owner","20% to 34% of income","0.31817839264","ACS_B25095_1YR"
"Sonoma","2,019","Owner","20% to 34% of income","0.30982060386","ACS_B25095_1YR"
"Alameda","2,019","Owner","At least 35% of income","0.209061093","ACS_B25095_1YR"
"Contra Costa","2,019","Owner","At least 35% of income","0.21785190856","ACS_B25095_1YR"
"Marin","2,019","Owner","At least 35% of income","0.27555967269","ACS_B25095_1YR"
"Napa","2,019","Owner","At least 35% of income","0.25582934207","ACS_B25095_1YR"
"San Francisco","2,019","Owner","At least 35% of income","0.23300913208","ACS_B25095_1YR"
"San Mateo","2,019","Owner","At least 35% of income","0.20539234226","ACS_B25095_1YR"
"Santa Clara","2,019","Owner","At least 35% of income","0.19206930834","ACS_B25095_1YR"
"Solano","2,019","Owner","At least 35% of income","0.20036604403","ACS_B25095_1YR"
"Sonoma","2,019","Owner","At least 35% of income","0.23680798597","ACS_B25095_1YR"
"Alameda","2,020","Owner","Less than 20% of income","0.4794285864","ACS_B25095_5YR"
"Contra Costa","2,020","Owner","Less than 20% of income","0.46409248904","ACS_B25095_5YR"
"Marin","2,020","Owner","Less than 20% of income","0.44929110106","ACS_B25095_5YR"
"Napa","2,020","Owner","Less than 20% of income","0.4863767189","ACS_B25095_5YR"
"San Francisco","2,020","Owner","Less than 20% of income","0.51706562234","ACS_B25095_5YR"
"San Mateo","2,020","Owner","Less than 20% of income","0.49048701382","ACS_B25095_5YR"
"Santa Clara","2,020","Owner","Less than 20% of income","0.4981897176","ACS_B25095_5YR"
"Solano","2,020","Owner","Less than 20% of income","0.47889166497","ACS_B25095_5YR"
"Sonoma","2,020","Owner","Less than 20% of income","0.44985090457","ACS_B25095_5YR"
"Alameda","2,020","Owner","20% to 34% of income","0.30880377885","ACS_B25095_5YR"
"Contra Costa","2,020","Owner","20% to 34% of income","0.3080134502","ACS_B25095_5YR"
"Marin","2,020","Owner","20% to 34% of income","0.28319758673","ACS_B25095_5YR"
"Napa","2,020","Owner","20% to 34% of income","0.27604732971","ACS_B25095_5YR"
"San Francisco","2,020","Owner","20% to 34% of income","0.24376631758","ACS_B25095_5YR"
"San Mateo","2,020","Owner","20% to 34% of income","0.27772173558","ACS_B25095_5YR"
"Santa Clara","2,020","Owner","20% to 34% of income","0.28695923076","ACS_B25095_5YR"
"Solano","2,020","Owner","20% to 34% of income","0.31452866809","ACS_B25095_5YR"
"Sonoma","2,020","Owner","20% to 34% of income","0.30654541977","ACS_B25095_5YR"
"Alameda","2,020","Owner","At least 35% of income","0.21176763475","ACS_B25095_5YR"
"Contra Costa","2,020","Owner","At least 35% of income","0.22789406075","ACS_B25095_5YR"
"Marin","2,020","Owner","At least 35% of income","0.26751131222","ACS_B25095_5YR"
"Napa","2,020","Owner","At least 35% of income","0.23757595139","ACS_B25095_5YR"
"San Francisco","2,020","Owner","At least 35% of income","0.23916806008","ACS_B25095_5YR"
"San Mateo","2,020","Owner","At least 35% of income","0.23179125061","ACS_B25095_5YR"
"Santa Clara","2,020","Owner","At least 35% of income","0.21485105165","ACS_B25095_5YR"
"Solano","2,020","Owner","At least 35% of income","0.20657966694","ACS_B25095_5YR"
"Sonoma","2,020","Owner","At least 35% of income","0.24360367566","ACS_B25095_5YR"
"Alameda","2,021","Owner","Less than 20% of income","0.50248035925","ACS_B25095_1YR"
"Contra Costa","2,021","Owner","Less than 20% of income","0.47581896994","ACS_B25095_1YR"
"Marin","2,021","Owner","Less than 20% of income","0.4549782622","ACS_B25095_1YR"
"Napa","2,021","Owner","Less than 20% of income","0.48966713521","ACS_B25095_1YR"
"San Francisco","2,021","Owner","Less than 20% of income","0.51290480018","ACS_B25095_1YR"
"San Mateo","2,021","Owner","Less than 20% of income","0.5072528209","ACS_B25095_1YR"
"Santa Clara","2,021","Owner","Less than 20% of income","0.53145451117","ACS_B25095_1YR"
"Solano","2,021","Owner","Less than 20% of income","0.4690972617","ACS_B25095_1YR"
"Sonoma","2,021","Owner","Less than 20% of income","0.46546794052","ACS_B25095_1YR"
"Alameda","2,021","Owner","20% to 34% of income","0.28016621384","ACS_B25095_1YR"
"Contra Costa","2,021","Owner","20% to 34% of income","0.2931560912","ACS_B25095_1YR"
"Marin","2,021","Owner","20% to 34% of income","0.28038699406","ACS_B25095_1YR"
"Napa","2,021","Owner","20% to 34% of income","0.26389927326","ACS_B25095_1YR"
"San Francisco","2,021","Owner","20% to 34% of income","0.25483032843","ACS_B25095_1YR"
"San Mateo","2,021","Owner","20% to 34% of income","0.25529542921","ACS_B25095_1YR"
"Santa Clara","2,021","Owner","20% to 34% of income","0.2547502052","ACS_B25095_1YR"
"Solano","2,021","Owner","20% to 34% of income","0.28563454243","ACS_B25095_1YR"
"Sonoma","2,021","Owner","20% to 34% of income","0.29871156563","ACS_B25095_1YR"
"Alameda","2,021","Owner","At least 35% of income","0.21735342691","ACS_B25095_1YR"
"Contra Costa","2,021","Owner","At least 35% of income","0.23102493886","ACS_B25095_1YR"
"Marin","2,021","Owner","At least 35% of income","0.26463474374","ACS_B25095_1YR"
"Napa","2,021","Owner","At least 35% of income","0.24643359153","ACS_B25095_1YR"
"San Francisco","2,021","Owner","At least 35% of income","0.23226487138","ACS_B25095_1YR"
"San Mateo","2,021","Owner","At least 35% of income","0.23745174989","ACS_B25095_1YR"
"Santa Clara","2,021","Owner","At least 35% of income","0.21379528363","ACS_B25095_1YR"
"Solano","2,021","Owner","At least 35% of income","0.24526819587","ACS_B25095_1YR"
"Sonoma","2,021","Owner","At least 35% of income","0.23582049384","ACS_B25095_1YR"
"Alameda","2,022","Owner","Less than 20% of income","0.51305936969","ACS_B25095_1YR"
"Contra Costa","2,022","Owner","Less than 20% of income","0.47479436206","ACS_B25095_1YR"
"Marin","2,022","Owner","Less than 20% of income","0.45275290389","ACS_B25095_1YR"
"Napa","2,022","Owner","Less than 20% of income","0.45885429957","ACS_B25095_1YR"
"San Francisco","2,022","Owner","Less than 20% of income","0.53487463876","ACS_B25095_1YR"
"San Mateo","2,022","Owner","Less than 20% of income","0.51726481963","ACS_B25095_1YR"
"Santa Clara","2,022","Owner","Less than 20% of income","0.55537509798","ACS_B25095_1YR"
"Solano","2,022","Owner","Less than 20% of income","0.45499481236","ACS_B25095_1YR"
"Sonoma","2,022","Owner","Less than 20% of income","0.48369363909","ACS_B25095_1YR"
"Alameda","2,022","Owner","20% to 34% of income","0.2756603276","ACS_B25095_1YR"
"Contra Costa","2,022","Owner","20% to 34% of income","0.27783342974","ACS_B25095_1YR"
"Marin","2,022","Owner","20% to 34% of income","0.28412539429","ACS_B25095_1YR"
"Napa","2,022","Owner","20% to 34% of income","0.25787828528","ACS_B25095_1YR"
"San Francisco","2,022","Owner","20% to 34% of income","0.2438775003","ACS_B25095_1YR"
"San Mateo","2,022","Owner","20% to 34% of income","0.25497287523","ACS_B25095_1YR"
"Santa Clara","2,022","Owner","20% to 34% of income","0.24567042808","ACS_B25095_1YR"
"Solano","2,022","Owner","20% to 34% of income","0.28788442339","ACS_B25095_1YR"
"Sonoma","2,022","Owner","20% to 34% of income","0.26877294003","ACS_B25095_1YR"
"Alameda","2,022","Owner","At least 35% of income","0.21128030271","ACS_B25095_1YR"
"Contra Costa","2,022","Owner","At least 35% of income","0.24737220819","ACS_B25095_1YR"
"Marin","2,022","Owner","At least 35% of income","0.26312170182","ACS_B25095_1YR"
"Napa","2,022","Owner","At least 35% of income","0.28326741516","ACS_B25095_1YR"
"San Francisco","2,022","Owner","At least 35% of income","0.22124786094","ACS_B25095_1YR"
"San Mateo","2,022","Owner","At least 35% of income","0.22776230514","ACS_B25095_1YR"
"Santa Clara","2,022","Owner","At least 35% of income","0.19895447394","ACS_B25095_1YR"
"Solano","2,022","Owner","At least 35% of income","0.25712076425","ACS_B25095_1YR"
"Sonoma","2,022","Owner","At least 35% of income","0.24753342088","ACS_B25095_1YR"
"Alameda","2,023","Owner","Less than 20% of income","0.48560895811","ACS_B25095_1YR"
"Contra Costa","2,023","Owner","Less than 20% of income","0.47029579215","ACS_B25095_1YR"
"Marin","2,023","Owner","Less than 20% of income","0.4370785493","ACS_B25095_1YR"
"Napa","2,023","Owner","Less than 20% of income","0.47013511807","ACS_B25095_1YR"
"San Francisco","2,023","Owner","Less than 20% of income","0.51103123451","ACS_B25095_1YR"
"San Mateo","2,023","Owner","Less than 20% of income","0.52012557534","ACS_B25095_1YR"
"Santa Clara","2,023","Owner","Less than 20% of income","0.5389967977","ACS_B25095_1YR"
"Solano","2,023","Owner","Less than 20% of income","0.43932634507","ACS_B25095_1YR"
"Sonoma","2,023","Owner","Less than 20% of income","0.45904387351","ACS_B25095_1YR"
"Alameda","2,023","Owner","20% to 34% of income","0.27368016835","ACS_B25095_1YR"
"Contra Costa","2,023","Owner","20% to 34% of income","0.28481041628","ACS_B25095_1YR"
"Marin","2,023","Owner","20% to 34% of income","0.28462730089","ACS_B25095_1YR"
"Napa","2,023","Owner","20% to 34% of income","0.26161762849","ACS_B25095_1YR"
"San Francisco","2,023","Owner","20% to 34% of income","0.24532648954","ACS_B25095_1YR"
"San Mateo","2,023","Owner","20% to 34% of income","0.24545208411","ACS_B25095_1YR"
"Santa Clara","2,023","Owner","20% to 34% of income","0.2575631721","ACS_B25095_1YR"
"Solano","2,023","Owner","20% to 34% of income","0.30541010482","ACS_B25095_1YR"
"Sonoma","2,023","Owner","20% to 34% of income","0.26733503111","ACS_B25095_1YR"
"Alameda","2,023","Owner","At least 35% of income","0.24071087354","ACS_B25095_1YR"
"Contra Costa","2,023","Owner","At least 35% of income","0.24489379157","ACS_B25095_1YR"
"Marin","2,023","Owner","At least 35% of income","0.27829414981","ACS_B25095_1YR"
"Napa","2,023","Owner","At least 35% of income","0.26824725344","ACS_B25095_1YR"
"San Francisco","2,023","Owner","At least 35% of income","0.24364227595","ACS_B25095_1YR"
"San Mateo","2,023","Owner","At least 35% of income","0.23442234055","ACS_B25095_1YR"
"Santa Clara","2,023","Owner","At least 35% of income","0.20344003021","ACS_B25095_1YR"
"Solano","2,023","Owner","At least 35% of income","0.2552635501","ACS_B25095_1YR"
"Sonoma","2,023","Owner","At least 35% of income","0.27362109539","ACS_B25095_1YR"
"Alameda","2,024","Owner","Less than 20% of income","0.49436943381","ACS_B25095_1YR"
"Contra Costa","2,024","Owner","Less than 20% of income","0.46048107547","ACS_B25095_1YR"
"Marin","2,024","Owner","Less than 20% of income","0.49648286816","ACS_B25095_1YR"
"Napa","2,024","Owner","Less than 20% of income","0.48332532436","ACS_B25095_5YR"
"San Francisco","2,024","Owner","Less than 20% of income","0.505303414","ACS_B25095_1YR"
"San Mateo","2,024","Owner","Less than 20% of income","0.53478920954","ACS_B25095_1YR"
"Santa Clara","2,024","Owner","Less than 20% of income","0.53666060205","ACS_B25095_1YR"
"Solano","2,024","Owner","Less than 20% of income","0.45271160248","ACS_B25095_1YR"
"Sonoma","2,024","Owner","Less than 20% of income","0.47172190057","ACS_B25095_1YR"
"Alameda","2,024","Owner","20% to 34% of income","0.27795631078","ACS_B25095_1YR"
"Contra Costa","2,024","Owner","20% to 34% of income","0.28635779768","ACS_B25095_1YR"
"Marin","2,024","Owner","20% to 34% of income","0.23842371984","ACS_B25095_1YR"
"Napa","2,024","Owner","20% to 34% of income","0.26586576966","ACS_B25095_5YR"
"San Francisco","2,024","Owner","20% to 34% of income","0.24942561641","ACS_B25095_1YR"
"San Mateo","2,024","Owner","20% to 34% of income","0.24678958081","ACS_B25095_1YR"
"Santa Clara","2,024","Owner","20% to 34% of income","0.2460083802","ACS_B25095_1YR"
"Solano","2,024","Owner","20% to 34% of income","0.27647040521","ACS_B25095_1YR"
"Sonoma","2,024","Owner","20% to 34% of income","0.27790670596","ACS_B25095_1YR"
"Alameda","2,024","Owner","At least 35% of income","0.22767425541","ACS_B25095_1YR"
"Contra Costa","2,024","Owner","At least 35% of income","0.25316112685","ACS_B25095_1YR"
"Marin","2,024","Owner","At least 35% of income","0.265093412","ACS_B25095_1YR"
"Napa","2,024","Owner","At least 35% of income","0.25080890597","ACS_B25095_5YR"
"San Francisco","2,024","Owner","At least 35% of income","0.24527096959","ACS_B25095_1YR"
"San Mateo","2,024","Owner","At least 35% of income","0.21842120965","ACS_B25095_1YR"
"Santa Clara","2,024","Owner","At least 35% of income","0.21733101775","ACS_B25095_1YR"
"Solano","2,024","Owner","At least 35% of income","0.2708179923","ACS_B25095_1YR"
"Sonoma","2,024","Owner","At least 35% of income","0.25037139347","ACS_B25095_1YR"
"Alameda","2,009","Renter","Less than 20% of income","0.2398613684","ACS_B25074_1YR"
"Contra Costa","2,009","Renter","Less than 20% of income","0.19193221424","ACS_B25074_1YR"
"Marin","2,009","Renter","Less than 20% of income","0.2425856531","ACS_B25074_1YR"
"Napa","2,009","Renter","Less than 20% of income","0.22045959002","ACS_B25074_5YR"
"San Francisco","2,009","Renter","Less than 20% of income","0.30375799643","ACS_B25074_1YR"
"San Mateo","2,009","Renter","Less than 20% of income","0.26072117056","ACS_B25074_1YR"
"Santa Clara","2,009","Renter","Less than 20% of income","0.26470677127","ACS_B25074_1YR"
"Solano","2,009","Renter","Less than 20% of income","0.2105274658","ACS_B25074_1YR"
"Sonoma","2,009","Renter","Less than 20% of income","0.21428464744","ACS_B25074_1YR"
"Alameda","2,009","Renter","20% to 34% of income","0.37167010202","ACS_B25074_1YR"
"Contra Costa","2,009","Renter","20% to 34% of income","0.36080980155","ACS_B25074_1YR"
"Marin","2,009","Renter","20% to 34% of income","0.30350642398","ACS_B25074_1YR"
"Napa","2,009","Renter","20% to 34% of income","0.39358924142","ACS_B25074_5YR"
"San Francisco","2,009","Renter","20% to 34% of income","0.32420812722","ACS_B25074_1YR"
"San Mateo","2,009","Renter","20% to 34% of income","0.31733190068","ACS_B25074_1YR"
"Santa Clara","2,009","Renter","20% to 34% of income","0.36469770434","ACS_B25074_1YR"
"Solano","2,009","Renter","20% to 34% of income","0.31650133287","ACS_B25074_1YR"
"Sonoma","2,009","Renter","20% to 34% of income","0.34694487178","ACS_B25074_1YR"
"Alameda","2,009","Renter","At least 35% of income","0.38846852958","ACS_B25074_1YR"
"Contra Costa","2,009","Renter","At least 35% of income","0.44725798421","ACS_B25074_1YR"
"Marin","2,009","Renter","At least 35% of income","0.45390792291","ACS_B25074_1YR"
"Napa","2,009","Renter","At least 35% of income","0.38595116856","ACS_B25074_5YR"
"San Francisco","2,009","Renter","At least 35% of income","0.37203387636","ACS_B25074_1YR"
"San Mateo","2,009","Renter","At least 35% of income","0.42194692876","ACS_B25074_1YR"
"Santa Clara","2,009","Renter","At least 35% of income","0.37059552439","ACS_B25074_1YR"
"Solano","2,009","Renter","At least 35% of income","0.47297120133","ACS_B25074_1YR"
"Sonoma","2,009","Renter","At least 35% of income","0.43877048079","ACS_B25074_1YR"
"Alameda","2,010","Renter","Less than 20% of income","0.22419735777","ACS_B25074_1YR"
"Contra Costa","2,010","Renter","Less than 20% of income","0.18026613317","ACS_B25074_1YR"
"Marin","2,010","Renter","Less than 20% of income","0.22083523766","ACS_B25074_1YR"
"Napa","2,010","Renter","Less than 20% of income","0.20788794692","ACS_B25074_5YR"
"San Francisco","2,010","Renter","Less than 20% of income","0.29934678631","ACS_B25074_1YR"
"San Mateo","2,010","Renter","Less than 20% of income","0.25761596645","ACS_B25074_1YR"
"Santa Clara","2,010","Renter","Less than 20% of income","0.29034492817","ACS_B25074_1YR"
"Solano","2,010","Renter","Less than 20% of income","0.17053676427","ACS_B25074_1YR"
"Sonoma","2,010","Renter","Less than 20% of income","0.15413576243","ACS_B25074_1YR"
"Alameda","2,010","Renter","20% to 34% of income","0.33338340719","ACS_B25074_1YR"
"Contra Costa","2,010","Renter","20% to 34% of income","0.3560098518","ACS_B25074_1YR"
"Marin","2,010","Renter","20% to 34% of income","0.2654821755","ACS_B25074_1YR"
"Napa","2,010","Renter","20% to 34% of income","0.36675267232","ACS_B25074_5YR"
"San Francisco","2,010","Renter","20% to 34% of income","0.3354810657","ACS_B25074_1YR"
"San Mateo","2,010","Renter","20% to 34% of income","0.36562602499","ACS_B25074_1YR"
"Santa Clara","2,010","Renter","20% to 34% of income","0.32941977199","ACS_B25074_1YR"
"Solano","2,010","Renter","20% to 34% of income","0.36776225309","ACS_B25074_1YR"
"Sonoma","2,010","Renter","20% to 34% of income","0.3489805127","ACS_B25074_1YR"
"Alameda","2,010","Renter","At least 35% of income","0.44241923504","ACS_B25074_1YR"
"Contra Costa","2,010","Renter","At least 35% of income","0.46372401503","ACS_B25074_1YR"
"Marin","2,010","Renter","At least 35% of income","0.51368258684","ACS_B25074_1YR"
"Napa","2,010","Renter","At least 35% of income","0.42535938076","ACS_B25074_5YR"
"San Francisco","2,010","Renter","At least 35% of income","0.365172148","ACS_B25074_1YR"
"San Mateo","2,010","Renter","At least 35% of income","0.37675800857","ACS_B25074_1YR"
"Santa Clara","2,010","Renter","At least 35% of income","0.38023529984","ACS_B25074_1YR"
"Solano","2,010","Renter","At least 35% of income","0.46170098264","ACS_B25074_1YR"
"Sonoma","2,010","Renter","At least 35% of income","0.49688372487","ACS_B25074_1YR"
"Alameda","2,011","Renter","Less than 20% of income","0.21658000775","ACS_B25074_1YR"
"Contra Costa","2,011","Renter","Less than 20% of income","0.18729005168","ACS_B25074_1YR"
"Marin","2,011","Renter","Less than 20% of income","0.17167501391","ACS_B25074_1YR"
"Napa","2,011","Renter","Less than 20% of income","0.1902690791","ACS_B25074_5YR"
"San Francisco","2,011","Renter","Less than 20% of income","0.2831090175","ACS_B25074_1YR"
"San Mateo","2,011","Renter","Less than 20% of income","0.21139419885","ACS_B25074_1YR"
"Santa Clara","2,011","Renter","Less than 20% of income","0.27379095781","ACS_B25074_1YR"
"Solano","2,011","Renter","Less than 20% of income","0.18286559496","ACS_B25074_1YR"
"Sonoma","2,011","Renter","Less than 20% of income","0.16443530995","ACS_B25074_1YR"
"Alameda","2,011","Renter","20% to 34% of income","0.34617286189","ACS_B25074_1YR"
"Contra Costa","2,011","Renter","20% to 34% of income","0.33641795866","ACS_B25074_1YR"
"Marin","2,011","Renter","20% to 34% of income","0.34919309961","ACS_B25074_1YR"
"Napa","2,011","Renter","20% to 34% of income","0.36714219439","ACS_B25074_5YR"
"San Francisco","2,011","Renter","20% to 34% of income","0.34775523938","ACS_B25074_1YR"
"San Mateo","2,011","Renter","20% to 34% of income","0.3549662574","ACS_B25074_1YR"
"Santa Clara","2,011","Renter","20% to 34% of income","0.33539293376","ACS_B25074_1YR"
"Solano","2,011","Renter","20% to 34% of income","0.36549764509","ACS_B25074_1YR"
"Sonoma","2,011","Renter","20% to 34% of income","0.35479295422","ACS_B25074_1YR"
"Alameda","2,011","Renter","At least 35% of income","0.43724713037","ACS_B25074_1YR"
"Contra Costa","2,011","Renter","At least 35% of income","0.47629198966","ACS_B25074_1YR"
"Marin","2,011","Renter","At least 35% of income","0.47913188648","ACS_B25074_1YR"
"Napa","2,011","Renter","At least 35% of income","0.44258872651","ACS_B25074_5YR"
"San Francisco","2,011","Renter","At least 35% of income","0.36913574313","ACS_B25074_1YR"
"San Mateo","2,011","Renter","At least 35% of income","0.43363954376","ACS_B25074_1YR"
"Santa Clara","2,011","Renter","At least 35% of income","0.39081610842","ACS_B25074_1YR"
"Solano","2,011","Renter","At least 35% of income","0.45163675995","ACS_B25074_1YR"
